page,paragraph_id,sentence_num,sentence_text
11,23,5,"De motsättningar, som i vissa avseenden kan föreligga mellan ungdomens och de vuxnas normer och sederegler, bör skolan ta upp till diskussion och söka utjämna"
11,23,6,"Solidaritetens problem, dess värde och risker, bör klargöras,"
11,24,1,"En stor del av människans liv ägnas åt arbetet, och inte bara för läraren utan också för eleven är skolan en arbetsplats"
11,24,2,"Genom att anknyta till de ungas aktivitetsbehov, leda det och utveckla det, måste skolan sträva efter att skapa arbetsglädje"
11,24,3,Den skall genom arbete meddela fostran för arbete
11,24,4,"Denna arbetsfostran måste gälla allt slags arbete, praktiskt lika väl som teoretiskt"
11,24,5,"Skolan skall lära eleverna att planera sitt arbete på ett ändamålsenligt sätt och att självständigt och metodiskt tillägna sig färdigheter och kunskaper, och den skall i samband därmed hos dem grundlägga goda arbetsvanor och lämpligt studiesätt"
11,24,6,Den bör med deras stigande ålder kunna ställa allt högre krav på arbetets kvalitet och lära dem att hysa aktning för varje slag av väl utfört arbete och därmed bidraga till att utjämna skillnader i värderingar av olika yrken
11,25,1,Grundskolan har även till uppgift att på lämpligt sätt förbereda samtliga elever för deras kommande verksamhet i arbetslivet
11,25,2,För att ta ställning till frågor om utbildning och utkomst för framtiden måste eleverna kunna så objektivt som möjligt bedöma sina förut sättningar för olika studiebanor och yrken
11,25,3,För den bedömningen behöver de orientering om olika yrkesområden och utbildningsvägar och om vad dessa kräver
11,25,4,"Personlig, konkret erfarenhet genom vistelse och verksamhet i några olika arbetsmiljöer under skoltiden kan bidra till att ge dem vägledning"
11,25,5,"Skolan skall, särskilt på högstadiet, genom speciell studie -och yrkesorientering av såväl teoretisk som praktisk art underlätta elevernas val av studiealternativ, särskilt inför den avslutande årskursen men också med tanke på efterföljande utbildning och yrkesutövning"
11,25,6,Yrkesorienteringen skall vidare utgöra ett led i elevernas allmänna samhällsorientering
12,27,1,"I en skola för alla, där största möjliga hänsyn skall tas till den enskilda elevens intresse och förmåga, måste kraven på prestationerna inom en och samma klass variera"
12,27,2,"Väsentligt är, att alla får en positiv grundinställning till studierna samt att var och en lämnar en aktiv och intresserad medverkan i arbetet och gör sitt bästa inom ramen för sin fallenhet och sina förutsättningar"
12,27,3,"Därmed kan en studiehåg och ett bildningsintresse väckas, som varar livet ut och som öppnar vägen från skolsalen till bibliotek och samlingar, kurser och studiecirklar, till tidningar och tidskrifter, film, radio, television osv"
12,27,4,"Den obligatoriska skolan bör bli en grundskola för fortsatt bildningssträvan, inriktad på utveckling av personligheten och förkovran i yrket"
12,28,1,"Sistnämnda synpunkt på skolans uppgift får särskild betydelse i en tid, då samhällsutvecklingen och de tekniska framstegen medfört, att människan erhåller allt större fritid och den fysiska ansträngningen ofta minskar"
12,28,2,"Skolan måste se till, att de unga inriktas och utrustas så, att de under den ökade fritiden både vill och kan göra aktiva insatser i samhällslivet samt även i övrigt ge fritiden ett utvecklande och värdefullt innehåll"
12,28,3,En sådan fostran för fritiden inrymmer betydande möjligheter för skolan att genom sin verksamhet skapa en aktiv kulturmiljö i vårt land och göra tillvaron mera innehållsrik för människorna
12,28,4,Det räcker inte med att skolan genom sin undervisning väcker intresse för fortsatta bokliga studier
12,28,5,"Den måste även mera direkt inrikta sin verksamhet på att stimulera till sådana former av fritidsverksamhet som friluftsliv, idrott och gymnastik, sång och musik, teckning och målning, slöjd och annat manuellt arbete samt fri hobbyverksamhet av annat värdefullt slag"
12,28,6,Särskilt viktigt är att elevernas sinne för de estetiska värdena uppodlas både genom deras egen skapande verksamhet och genom smakfostran
12,28,7,"Att väcka de ungas intresse inför de stora och gemensamma grundfrågor, som gäller livsåskådning och samhällsuppfattning, faller också på skolans lott"
12,28,8,Genom stimulerande undervisning och fri debatt i det reguljära skolarbetet samt genom uppmuntran att delta i föreningsoch bildningsverksamhet i och utom skolan kan eleverna fostras till aktivitet och engagemang i samhälleligt och ideellt arbete
12,29,1,Omtanke om elevens mentala och kroppsliga hälsa skall prägla skolans arbete och arbetsmiljö
12,29,2,"Ansvaret för att eleverna bibringas hälsofostran faller främst på lärarna, men även skolläkare och skolsköterska, skolpsykologer och i förekommande fall kuratorer skall här göra en insats"
12,29,3,"Varje enskild lärare bör känna till barns normala utvecklingsgång och de vanligaste grundorsakerna till felaktigt beteende, så att han kan bidra till att hindra och häva förekommande anpassningssvårigheter och skapa psykologiskt riktiga förutsättningar för verksamheten inom skolans väggar"
13,30,1,"Såväl genom undervisning och rådgivning och olika former av fysisk fostran som genom skolarbetets allmänna anordning och det andliga klimat, som präglar skolgemenskapen, bör skolan kunna verka för sunda levnadsvanor och göra en viktig insats för elevernas kroppsliga och själsliga hälsa"
13,31,1,"Familjen är den första gruppbildning, i vilken barnet ingår"
13,31,2,"Det är därför naturligt, att skolan tar familjen till utgångspunkt i sin sociala fostran av eleverna"
13,31,3,"Denna skall förbereda dem för deras liv som framtida familjebildare, och fostran för familjelivet bör under hela skolpliktstiden meddelas dels vid undervisningen i de ämnen, som har naturlig anknytning till frågor berörande hem och familj, dels genom elevernas praktiska arbete för att vårda den egna skolmiljön"
13,31,4,"I dessa och andra lämpliga sammanhang bör uppmärksamhet ägnas åt ekonomisk fostran, som är av stort värde för varje människa både som individ och som medlem av familj och samhälle,"
13,32,1,Samlivet i det demokratiska samhället måste utformas av fria och självständiga människor
13,32,2,Men friheten och självständigheten får inte utgöra självändamål: de måste vara grundvalen för samarbete och samverkan
13,32,3,"Skolans sociala fostran skall därför grundlägga och vidareutveckla sådana egenskaper hos eleverna, som i en tid av stark utveckling kan bära upp och förstärka demokratiens principer om tolerans, samverkan och likaberättigande mellan kön, nationer och folkgrupper"
13,32,4,"Att väcka respekt för sanning och rätt, för människans egenvärde, för människolivets okränkbarhet och därmed för rätten till personlig integritet är en huvuduppgift också för den sociala fostran, som skolans verksamhet skall omfatfa"
13,32,5,"Betydelsefullt är, att eleverna fostras till hjälpsamhet mot varandra och till villighet att ställa sin förmåga till andras tjänst, när så är möjligt och lämpligt"
13,32,6,"De ungas känsla av samhörighet och medansvar måste emellertid vidgas utöver gränserna för familj och släkt, kamratkrets och skola till att omsluta allt större samhällsbildningar"
13,32,7,"Skall utvecklingen kunna främja och befästa fred och frihet bland folken och skänka allt bättre livsbetingelser åt människorna, måste skolan bland de unga skapa ökad förståelse för människors liv och villkor inom andra, längre bort liggande samhällsbildningar och lära dem inse betydelsen av goda mellanfolkliga relationer och internationell samverkan"
13,33,1,Genom sina tim- och kursplaner och genom anvisningar och kommentarer av mera allmänt eller speciellt slag skall läroplanen vara ett hjälpmedel för att göra de för skolan uppställda målen till realiteter i det inre arbetet i skolans vardagsliv
13,33,2,"Den anger ramen för grundskolans verksamhet och det innehåll, som undervisningen skall sysselsätta sig med,"
13,34,1,"Kursplanerna anger i huvudmoment de områden, det stoff och de färdigheter, som skall vara det väsentliga föremålet för undervisningen"
13,34,2,"På samma gång som läroplanen därigenom ger viss stadga och enhetlighet åt lärogången, lämnar den inom huvudmomentens ram goda möjligheter att på olika sätt variera studiernas uppläggning och bedrivande"
13,34,3,"Undervisningen och lärostoffet kan därför jämförelsevis lätt anpassas till den enskilda elevens och klassens förutsättningar och studieinriktning, till lärarens läggning och intressen samt till de nya krav, som förändringar i samhällsstrukturen kan ställa"
13,34,4,En sådan anpassning och förnyelse av lärostoffet måste ständigt pågå
13,34,5,Varje lärare bär ansvar härför
13,34,6,Därmed bör läroplanen kunna främja såväl elevernas som lärarnas trivsel och gynna en fortskridande reform av skolans verksamhet
13,34,7,Till sin yttre form kan undervisningen organiseras på olika sätt
13,34,8,"Den kan vara klassundervisning, gruppundervisning eller individuell undervisning eller avse lärarens ledning av elevernas grupparbete"
13,34,9,Sett från elevens håll kan skolarbetet alltså utföras gemensamt i klass och grupp eller enskilt
13,34,10,Ingen av de nämnda undervisningsformerna får användas ensidigt
13,34,11,En planmässig kombination av undervisningsformer ger variation i elevernas arbetssätt och åstadkommer de allsidigaste och bästa resultaten
13,34,12,"Valet av undervisningsform och arbetssätt måste ske med hänsyn till elevernas förutsättningar, lärostoffet och den färdighetsträning och de inlärningsresultat man söker uppnå"
13,34,13,Det förutsätter sålunda god individuell kännedom om eleverna i klassen
14,36,1,"Vid denna verksamhet kan olika undervisningsmetoder komma till användning, och det är för trivseln och framgången i arbetet av utomordentlig betydelse, att läraren ständigt håller sig i takt med utvecklingen såväl på den allmänna undervisningsmetodikens som på ämnesmetodikens område och att han med ledning av egna erfarenheter också söker sig fram till personligt tillägnade metoder"
14,36,2,"De moderna massmedia, film, radio och television, utnyttjas alltmera i undervisningens och det frivilliga studiearbetets tjänst, och värdefulla pedagogiska uppslag kan hämtas också från dessa områden"
14,37,1,"Vilka undervisningsformer eller undervisningsmetoder som bör användas kan inte generellt anges, och det är varken önskvärt eller möjligt att ge änvisningar för varje uppkommande situation"
14,37,2,"Det är lärarens både skyldighet och rättighet att utforma sin undervisning så, att den med det arbetssätt, som är bäst för honom själv och klassen, leder till önskade resultat"
14,37,3,Hans stora frihet i arbetet medför sålunda också ett stort ansvar för honom att ständigt sträva efter att förbättra sin undervisning
14,38,1,Nedannämnda <:undervisningsprinciper skall i organiskt sammanhang med varandra tillämpas i det praktiska skolarbetet
14,39,1,"Elevens aktiva deltagande i arbetet skall på alla stadier eftersträvas, och denna elevaktivitet skall vara så självständig och rikt varierad som möjligt"
14,40,1,"En viktig förutsättning för att eleverna skall kunna med glädje och intresse engagera sig i skolarbetet och verkligen ta del i det är, att innehållet i undervisningen svarar mot deras mognadsnivå, att det finns anknytning mellan stoffet och deras egna erfarenheter eller aktuella tilldragelser och att överhuvud taget studierna framstår som meningsfulla för eleverna"
14,40,2,"Det senare blir lättare fallet, om lärostoffets fakta och delmoment inte får stå isolerade från varandra utan sammanföres till lämpliga enheter och inordnas i vidare sammanhang"
14,40,3,Därför bör också en samverkan mellan undervisningen i olika ämnen tillämpas
14,41,1,"Aktivitetens princip är givetvis lättare att konsekvent tillämpa vid undervisning av enskilda elever och av mindre grupper, men även klassundervisningen ger goda möjligheter att aktivera eleverna"
14,41,2,Studie- och arbetsmaterial av olika slag skall användas för att främja deras självverksamhet; deras förmåga att göra egna iakttagelser och dra egna slutsatser skall tränas
14,41,3,Som ett led i skolans strävan att förmedla en méra allsidig arbetsteknik är det viktigt — särskilt med tanke på de mera utpräglat bokliga studierna — att eleverna får övning och handledning i studieteknik
14,41,4,"Den bör gälla såväl allmänna synpunkter som de mera speciel la råd och anvisningar, som betingas av olika ämnens natur, elevernas ålder och förutsättningar m"
14,41,5,m
14,41,6,"Den nödvändiga handledningen ges bäst i samband med undervisningen i skolan, där eleverna under lektionerna också bör få utföra huvuddelen av sitt arbete"
14,41,7,"För att de skall bättre befästa sina kunskaper och öva sina färdigheter samt vänja sig att på egen hand och på eget ansvar lösa bestämda uppgifter och kunna genomföra ett ålagt eller självvalt arbete, måste emellertid även hemarbete i viss utsträckning förekomma"
14,41,8,Särskilt på högre stadium utgör det ett viktigt led i elevernas fostran
15,43,1,"För att eleverna skall stimuleras till aktivt deltagande i arbetet, måste undervisningen i skolans alla ämnen präglas av konkretion och åskådlighet"
15,43,2,"Visserligen skall den under lärogången fortskrida från det konkreta och speciella till det abstrakta och allmängiltiga, men den skall därvid så mycket som möjligt anknyta till verkligheten och till elevernas erfarenheter och iakttagelser"
15,43,3,"Äskådlig och livfull framställning i tal och skrift och ändamålsenlig gruppering av stoffet i sådana helheter, som eleverna kan överblicka, är ägnade att intressera och aktivera dem och ge mera varaktiga inlärningsresultat"
15,43,4,"Men först direktkontakt med den verklighet man vill lära känna, antingen man söker upp denna utanför skolan eller för in den i klassrummet, levandegör i bästa mening undervisningen och arbetet"
15,43,5,Olika hjälpmedel och verksamhetsformer kan härvid komma till användning och stödja och komplettera varandra vid undervisningen
15,43,6,"För att kraven på konkretion och verklighetskontakt i undervisningen skall kunna tillgodoses, skall skolan äga ett välförsett förråd av lämplig undervisningsmateriel och andra hjälpmedel, som ofta och på rätt sätt bör utnyttjas"
15,44,1,Elevernas studieframgång är inte bara beroende av arten och graden av deras intellektuella utrustning
15,44,2,"Många andra faktorer, deras psykiska och fysiska egenskaper, intressen, hemförhållanden m m"
15,44,3,spelar stor roll
15,44,4,Läraren måste därför så långt möjligt söka bilda sig en allsidig uppfattning om varje elev och individualisera undervisningen
15,44,5,"Detta tillhör de mest angelägna läraruppgifterna, om skolan verkligen skall kunna ge varje elev den hjälp till utveckling, som bäst svarar mot hans anlag och möjligheter"
15,44,6,Genom en rad anordningar av olika slag söker grundskolan ge de yttre förutsättningarna för en individualisering av undervisningen
15,44,7,Yttre anordningar är dock ej tillfyllest
15,44,8,Framför allt måste läraren göra allvarliga ansträngningar att med utnyttjande av den metodik och de hjälpmedel han finner lämpliga individualisera undervisningen inom klassens ram
15,44,9,"Detta kan ske på olika sätt, vilken undervisningsform och vilket arbetssätt som än tilllämpas"
15,45,1,"I en demokratisk skola måste gemenskapskänsla, samarbete och självdisciplin vara riktpunkter för elevernas sociala fostran"
15,45,2,"Den inövning av sociala vanor och attityder, som betyder så mycket för elevens framtida anpassning i samhället, sker bäst i klasser, som erbjuder en mångsidig social miljö, i vilken ett gott gemenskapsförhållande råder"
15,45,3,Men skolan måste också verka för att gemenskapskretsen vidgas utöver den enskilda klassen
15,45,4,"Skall det lyckas, måste eleverna känna sig hemma i sin skola, mötas med förtroende och uppskattning samt få bära sin del av ansvaret för klassens och hela skolans gemensamma angelägenheter"
15,45,5,Verksamhet i ett skolans självstyrelseorgan och i föreningar och klubbar är värdefulla medel för skolungdomens sociala fostran
16,46,1,Bp-Ee SES
16,47,1,"Kravet på att skolan hos eleverna skall skapa vilja och förmåga att samarbeta med varandra, att osjälviskt och efter bästa förmåga lämna sitt bidrag till arbetet för ett gemensamt mål medför, att verksamhetsformer, som innebär samarbete eleverna emellan och kräver god laganda och arbetsgemenskap, bör få betydande utrymme"
16,47,2,"Ett viktigt inslag i skolans vardagsliv och ett värdefullt komplement till övriga arbetsformer utgör därför grupparbetet, som erbjuder särskilt rika möjligheter till sociala kontakter mellan eleverna"
16,47,3,"Dessa bör i samband med det dagliga arbetet få uppleva, hur samspelet i en gemenskap fungerar"
16,48,1,En god omvårdnad om eleverna utgör underlaget för all skolans verksamhet
16,48,2,"Varje elev skall kunna känna sig tillhöra skolans gemenskap, kunna påräkna dess stöd och vara föremål för dess omvårdnad"
16,48,3,"Skolans elevvårdande uppgifter är många, och de kan fullgöras endast genom samverkan mellan alla dem, som har erfarenhet av och ansvar för eleverna"
16,48,4,Ett huvudansvar måste dock vila på klassföreståndare och rektor
16,49,1,"Överhuvud gäller, att goda resultat av en skolas verksamhet väsentligen utgör en frukt av god planering och gott samarbete"
16,49,2,"Förverkligandet av grundskolans målsättning och en fortskridande förnyelse av det inre arbetet fordrar i hög grad samverkan såväl utåt med föräldrar, myndigheter och enskilda i det omgivande samhället som inåt mellan de många, som i olika befattningar har att leda, utföra och vidareutveckla det pedagogiska vardagsarbetet"
16,49,3,Viktiga uppgifter faller i dessa avseenden på rektorer och andra skolledare
18,50,1,IH ALLMÄNNA ANVISNINGAR FÖR SKOLANS VERKSAMHET
20,51,1,HEM-SKOLA-SAMHÄLLE
20,52,1,Det är hemmet som bär huvudansvaret för barnets fostran
20,52,2,"Redan under de första levnadsåren utformas de grundläggande karaktärsdragen, och innan ännu barnet kommit till skolan, har det i mångt och mycket utvecklat bestämda personliga attityder och vanor"
20,52,3,Även under skolåren har hemmet det avgörande inflytandet på barnets utveckling
20,53,1,Det är lärarens uppgift att bidra till den vidare utdaningen av de växande
20,53,2,Hans personliga möjlighet att därvid skaffa sig närmare kännedom om varje elevs enskilda förhållanden kan vara olika med hänsyn både till hans aktuella arbetsbelastning och till hans allmänna fallenhet för personligt kontaktarbete
20,53,3,"Ju mer han vet om barnens förutsättningar och individualitet, om deras uppväxt- och studiemiljö samt levnadsförhållanden, desto större möjligheter har han emellertid att lösa sin uppgift"
20,53,4,"Det är därför viktigt, att läraren på ett tidigt stadium träder i kontakt med hemmet"
20,54,1,"De unga utvecklas även under påverkan av förhållandena i det omgivande samhället; inte minst präglas de av det livsmönster, som utformas i kamratkretsen"
20,55,1,En samverkan mellan hem och skola i syfte att skapa gynnsamma förutsättningar för de ungas fostran framstår alltmer som nödvändig
20,55,2,I viss utsträckning kan de unga själva aktivt delta i att forma sin egen totala uppväxtmiljö
20,56,1,Ansvaret för att den första kontakten mellan hem och skola kommer till stånd vilar på skolan
20,57,1,"Den lärare, som i egenskap av klassföreståndare tar emot en klass, har all anledning att söka lära känna elevernas hemsituation"
20,57,2,"I åtskilliga fall kan samtal med den avlämnande läraren, skolsköterskan och förskollärarinnan bli till hjälp"
20,57,3,Viktigast är dock vad läraren själv kan erfara vid direktkontakten med de enskilda föräldrarna och att han och de får tillfälle att lära känna varandra genom personliga samtal
