page,paragraph_id,paragraph
5,29,Musik ingår i grundskolans undervisning därför att
5,30,"O elevernas musikintresse och musikaliska förmåga skall utvecklas,"
5,31,"O eleverna skall lära känna musikens olika uttrycksmedel och olika musikarter,"
5,32,0 eleverna skall få kunskap om olika kulturers och epokers musikstilar.
5,33,MÅL Undervisningen skall ta till vara elevernas förutsättningar och möta deras behov. Undervisningen syftar till att få eleverna att använda flera av musikens olika uttrycksmedel samt vårda röst och tal. Undervisningen skall låta eleverna uppleva glädje och gemenskap. Den skall ha en sådan utformning att den ger alla möjlighet att medverka aktivt. Den skall därigenom bidra till elevernas personliga och sociala utveckling.
5,34,"Eleverna skall få kunskap om musiken och dess funktion och villkor i olika miljöer, kulturer och tider. De skall härigenom lära känna bl a invandrarländernas olika kulturtraditioner."
5,35,"När det gäller dagens musik och olika musikmiljöer, skall eleverna tränas att kritiskt granska och diskutera musikens roll samt de krafter som styr musikutbudet. Härigenom skall de göras medvetna om den påverkan de utsätts för, då det gäller livsstil, konsumtionsvanor, attityder och värderingar."
5,36,"Skolans musikliv är en källa till gemenskap. Det skall möjliggöra samarbete över årskurs-, stadie- och ämnesgränser samt främja kontakten med det övriga musiklivet i samhället. Eleverna skall härigenom stimuleras till kontakt med musik även efter avslutad skolgång."
6,37,HUVUDMOMENT
6,38,Musik 109
6,39,ATT MUSICERA TILLSAMMANS
6,40,Lågstadiet Eleverna skall
6,41,OO
6,42,OO
6,43,OO
6,44,"utföra enkla rytm- och rörelseövningar med eller utan musik för att uppleva och träna bl a puls, takt, rytm, tempo och dynamik,"
6,45,"leka med rytm i ord och meningar, talkörer och ramsor,"
6,46,"spela rytmorkester till musik, dels fritt och dels bundet till enklare notvärden,"
6,47,"träna det melodiska och rytmiska gehöret,"
6,48,"dansa sånglekar och lära sig enkla danssteg till olika sorters musik,"
6,49,"sjunga visor och sånger som anknyter till deras intressen, till olika temaområden i skolarbetet och till vuxenvärlden,"
6,50,"spela på enkla musikinstrument i anslutning till sång eller andra aktiviteter,"
6,51,"dramatisera sånger, berättelser m m med ljud och rörelse."
6,52,Mellanstadiet Eleverna skall
6,53,OO
6,54,"utföra rytm- och rörelseövningar för att uppleva regelbundenhet och balans i puls, takt och rytm samt öva dynamik och tempoförändringar,"
6,55,"utföra olika sorters rytm- och rörelselekar för att tillgodose rörelsebehov och utveckla rytmkänsla,"
6,56,"dansa danser, bl a sådana som de själva föreslår och instruerar,"
6,57,"sjunga sånger och visor såväl svenska och nordiska som sånger och visor från andra länder och världsdelar,"
6,58,"sjunga sånger och visor som anknyter till deras vardag och till olika temaområden,"
6,59,"studera sånger och instrumentalstycken med inriktning på karaktär, spänning — avspänning, klang, utförande m m,"
6,60,"spela på melodi-, ackord- och rytminstrument företrädesvis i anslutning till sång, dikt, dans och rörelse, gehörsmässigt eller efter enklare noter,"
6,61,"läsa ramsor och ordlekar, traditionella och moderna i bearbetad form eller improviserat för att uppleva textrytm, ordvalör m m."
7,62,110 Kursplaner
7,63,Högstadiet Eleverna skall
7,64,"Od genom rörelse och spel arbeta med rytmer från olika världsdelar och kulturer, även jazz och poprytmer,"
7,65,"Q spela på olika melodi-, ackord- och rytminstrument till sång, dikt, dans eller rörelse, inlärt på gehör eller efter noter,"
7,66,"O sjunga sånger från skilda tider och genrer med skiftande innehåll och karaktär, även dagsaktuella sånger,"
7,67,"O utföra ljudkompositioner med instrument, röster och andra ljudkällor."
7,68,ATT SKAPA MUSIK
7,69,"Elevernas eget skapande skall vara en motvikt mot passiviserande och stereotyp musik. Eleverna skall få möjlighet att på ett enkelt sätt uttrycka sig i ord, ton, klang, ljud, rytm och rörelse, individuellt eller i grupp."
7,70,Lågstadiet
7,71,Eleverna skall få möjlighet att
7,72,"OD fantisera i fria rörelser, improvisera egna danssteg och danser till musik eller egna ljudillustrationer,"
7,73,"0 tillsammans göra melodier och skriva texter för att träna musikalisk fantasi och språklig uttrycksförmåga,"
7,74,"OO skapa effekter och stämningar med hjälp av ljud till dikt och prosa samt lära sig nedteckna dessa med enkla visuella symboler,"
7,75,0 tillverka enkla musikinstrument samt pröva användningsområden för dessa.
7,76,Mellanstadiet Eleverna skall få möjlighet att
7,77,"O improvisera eller arrangera melodier, klanger och rytmer på olika instrument bl a som ackompanjemang till spel, sång, dikt, dans och rörelse,"
7,78,"0 skapa egna danser,"
7,79,"Od komponera egna melodier och skriva egna texter för att förverkliga idéer och uttrycka känslor och åsikter,"
7,80,"0 experimentera med olika ljudkällor och göra inspelningar av dessa, imitera vanliga ljud i samhälle och natur eller hitta på egna ljud, göra ljudberättelser eller fria ljudkompositioner,"
8,81,Musik 111
8,82,"OC arrangera egna eller andras texter såsom dikter, ramsor m m till röst- och ljudkompositioner,"
8,83,"0 tillverka enkla musikinstrument, gärna i samverkan med slöjd, och pröva användningsområden för dessa."
8,84,Högstadiet
8,85,Eleverna skall få möjlighet att
8,86,"OD improvisera i rörelse och rytm, inspirerade av musik, dikter, berättelser, händelser m m,"
8,87,"0 göra ljudkompositioner med instrument, röster och andra ljudkällor,"
8,88,"0 improvisera ackompanjemang på olika melodi-, ackord-, och rytminstrument till sång, dikt, dans eller rörelse,"
8,89,"O dramatisera på teman från olika länder och tider, aktuella händelser m m,"
8,90,"0 komponera egna melodier och skriva egna texter för att förmedla känslor, tankar och åsikter i kamratkretsen, skolan och närsamhället."
8,91,MUSIKEN I SAMHÄLLET OCH VÄRLDEN
8,92,Musiken skall inte studeras isolerad utan skall ses mot bakgrund av den kultur i vilken den utvecklats. Kännedom om de människor som utövar eller utövat musiken och om deras livsvillkor bidrar till förståelse och inlevelse.
8,93,Lågstadiet Eleverna skall få möjlighet att
8,94,"O lyssna till kortare musikstycken av olika karaktär och från olika epoker och genrer och illustrera dem i ord och bild,"
8,95,"O upptäcka och diskutera ljuden i skolan, närmiljön, naturen och samhället och bli medvetna om hur musik och ljud påverkar oss i olika sammanhang,"
8,96,0 lära känna några vanliga musikinstrument.
8,97,Mellanstadiet Eleverna skall få möjlighet att
8,98,"O studera sångtexter med avseende på tids- och miljöskildringar, samhällsvärderingar, budskap m m, studera samband mellan"
9,99,"112 Kursplaner musik och text samt upptäcka hur sociala och ekonomiska faktorer påverkar musiken,"
9,100,"OD studera ljud och musik inom film och teater,"
9,101,"0 studera principer för tonalstring, resonans m m hos orkesterinstrument och folkliga instrument samt instrument från främmande kulturer,"
9,102,0 studera och diskutera ljudet som miljöfaktor i skolan samt musiken och ljuden i närmiljön och samhället samt diskutera åtgärder för förbättringar.
9,103,Högstadiet Eleverna skall få möjlighet att
9,104,"O studera musik från olika världsdelar, kulturer och genrer bl a med inriktning på musikens sociala, ekonomiska och religiösa funktioner och uppmärksamma den passiviserande och stereotypa musik som förekommer i många ungdomsmiljöer,"
9,105,"0 vidga sin instrumentalkännedom genom att studera instrumentens konstruktion och funktion och genom att i samarbete med de naturorienterande ämnena få kännedom om de elektroniska instrumenten och den teknik som är tillämpbar på dessa,"
9,106,0 lära sig det väsentligaste om vård och användning av fonogram och ljudteknisk apparatur samt om konsumentfrågor i samband med inköp.
9,107,Exempel på olika yrken där kännedom om musik är betydelsefull.
10,108,ORIENTERINGSÄMNEN
10,109,Orienteringsämnena består av naturorienterande och samhällsorienterande ämnen.
10,110,"De naturorienterande är biologi, fysik, kemi och teknik. De samhällsorienterande är geografi, historia, religionskunskap och samhällskunskap. På lågstadiet ingår ämnet bild samt moment ur ämnena hemkunskap och slöjd."
10,111,Även på mellan- och högstadierna har de tre sistnämnda ämnena beröringspunkter med orienteringsämnena. Deras kursplaner bör därför uppmärksammas när undervisningen i orienteringsämnena planeras.
10,112,"Studiet av orienteringsämnena får inte bli ensidigt teoretiskt. I dem alla bör finnas inslag av exkursioner, studiebesök och/eller fältarbete, i förekommande fall även av experiment, laborationer och praktiskt arbete. Arbetsmetoderna bör variera och komplettera varandra."
10,113,De naturorienterande och de samhällsorienterande ämnena skall stödja och komplettera varandra. Därför har huvudmomenten inom de båda sektorerna grupperats efter samma modell:
10,114,Naturorienterande ämnen Samhällsorienterande ämnen
10,115,Människan Människan Människan och naturen Människans omgivning Människans verksamhet Människans verksamhet — i tidsperspektiv — i samhällsperspektiv Människans frågor inför livet och tillvaron. Religionskunskap”
10,116,""" När en elev enligt skollagen $ 27 befriats från undervisningen i religionskunskap skall i samråd mellan hemmet och skolan överenskommas hur detta praktiskt skall ordnas. Med hänsyn till de speciella motiv som i varje enskilt fall föreligger och undervisningens uppläggning i ifrågavarande klass får från fall till fall avgöras vilka lektioner och avsnitt som eleven skall vara befriad ifrån."
11,117,114 Kursplaner
11,118,Orienteringsämnen ingår i grundskolans undervisning därför att
11,119,"O eleverna skall lära sig förstå människolivets betingelser och samspelet med omgivningen, tekniken och naturen,"
11,120,"OD eleverna skall få kunskap om naturen och dess lagar,"
11,121,"0 eleverna skall få kunskap om mänsklig verksamhet förr och nu,"
11,122,"O eleverna skall få kunskap om medborgarnas räåttigheter och skyldigheter,"
11,123,O eleverna skall få kunskaper om och kontakt med livsåskådningsfrågor.
11,124,NATURORIENTERANDE
11,125,ÄMNEN
11,126,"MÅL Genom undervisningen i de naturorienterande ämnena skall eleverna vidga och fördjupa kunskaperna om sig själva, naturen och människans verksamhet."
11,127,"Undervisningen skall leda till att eleverna lär sig hur människokroppen fungerar. Den skall ge en överblick över olika hälsoproblem bl a rörande arbetsmiljö och beroendeframkallande medel. Eleverna skall på så sätt få kunskap om olika hälsorisker samt om hur man bygger upp och bevarar sin hälsa. De skall uppmuntras att aktivt arbeta för hälsofrämjande vanor, t ex i fråga om alkohol, narkotika och tobak, både när det gäller dem själva och andra."
11,128,"Eleverna skall lära känna vanliga växter och djur och få perspektiv på hur olika former av liv har utvecklats på jorden. Vidare skall eleverna få kunskap om hur naturen fungerar, vanliga naturtypers"
12,129,"Orienteringsämnen. Naturorienterande ämnen 115 uppbyggnad samt hur människan tidigare och i dag påverkar naturmiljön. Undervisningen skall visa hur kunskap om naturmiljön kan användas i samhällsarbetet, göra eleverna medvetna om människans ansvar för sin och kommande generationers livsmiljö och väcka deras respekt för allt levande."
12,130,Undervisningen skall ge eleverna en orientering om ämnens uppbyggnad och reaktioner. De skall få inblick i hur denna kunskap används för att förbättra våra levnadsvillkor men också vilka risker ' användningen kan medföra.
12,131,Undervisningen skall ge en orientering om fysikaliska företeelser av betydelse för kunskapen om vår värld. Den skall belysa hur upptäckter inom naturvetenskapen förändrat människans uppfattning om världen och hur vår världsbild ständigt ändras i takt med nya upptäckter. :
12,132,"Eleverna skall få kunskaper om den tekniska utvecklingen och om hur tekniken kan förändra vår tillvaro, påverka arbetsförhållanden och sysselsättning och inverka på vår miljö. Därigenom skall de få bättre förutsättningar att förstå, kritiskt granska och aktivt ta ställning till olika problem i det tekniskt komplicerade samhälle vi lever i."
12,133,"Undervisningen skall leda till att eleverna får en orientering om olika arbetsmiljöer, industrier och tillverkningsprocesser. De skall därigenom få insikt i olika yrken och i människors arbetsförhållanden, så att de lättare kan ta ställning till sin egen framtid och arbeta för en förbättrad miljö."
12,134,"Eleverna skall ges möjlighet att träna sådana vardagsfärdigheter som är viktiga för dem som konsumenter både då det gäller varor och hushållning med naturresurser. De skall i praktiskt arbete och i samverkan med hemkunskap lära sig klara göromål i hemmet och skolan, klara av enklare reparationer och förbättringar. De skall känna till hur vanliga tekniska hjälpmedel är konstruerade och praktiskt lära sig hur man använder dem."
12,135,Undervisningen skall göra eleverna medvetna om de risker som finns i människans verksamhet och omgivning samt om det ansvar och de möjligheter man har att handskas med dem.
12,136,"I alla de naturorienterande ämnena skall eleverna lära sig att använda ett experimentellt och undersökande arbetssätt. Laborationer, fältstudier och praktiskt arbete skall prägla undervisningen. Eleverna skall lära sig att tolka beskrivningar och bruksanvisningar och redovisa iakttagelser och experiment både muntligt och skriftligt. De skall utveckla sin förmåga att upptäcka och identifiera problem, ge förslag till tänkbara lösningar, pröva dessa och själva söka bedöma resultatet."
13,137,Skolans mdl 17
13,138,"Skolan skall därför utveckla sådana egenskaper hos eleverna som kan bära upp och förstärka demokratins principer om tolerans, samverkan och likaberättigande mellan människorna. Att väcka respekt för sanning och rätt, för människans egenvärde, för människolivets okränkbarhet och därmed för rätten till personlig integritet är en huvuduppgift för skolan."
13,139,"Detta innebär bl a att skolan skall fostra eleverna till insikt om att ingen människa får utsättas för förtryck och att ingen med problem och svårigheter får lämnas åt sitt öde. Var och en har ett ansvar för att försöka minska andra människors smärta, lidande och förnedring."
13,140,Samlivet i det demokratiska samhället måste utformas av fria och självständiga människor. Skolan skall därför verka för jämställdhet mellan kvinnor och män.
13,141,Skolan skall söka grundlägga solidaritet med eftersatta grupper inom och utom landet. Den skall aktivt verka för att invandrarna i vårt land innefattas i samhällsgemenskapen. Den skall också grundlägga en vilja att söka fredliga lösningar av konflikter. Det betyder att skolan skall sträva efter att ge eleverna en förmåga att leva sig in i och förstå hur andra människor har det och en vilja att handla med också deras bästa för ögonen.
13,142,Skolan kompletterar hemmets påverkan och fostran. Huvudansvaret vilar alltid på hemmet. I samarbete med hemmen har skolan ett medansvar för att barnen utvecklas till demokratiska och ansvarstagande människor. De vuxna i skolan skall stödja föräldrarna i deras uppgift att fostra. Skolan har å sin sida rätt att förvänta att föräldrarna stöder dess arbete. Det har stor betydelse att även föräldrarna accepterar och söker främja demokratins principer och regelsystem. Därigenom kan barn och ungdomar få uppleva att hemmet och skolan är delar av samma omvärld.
13,143,"Barns fostran och personliga utveckling är oupplösligt förenad med deras arbete att inhämta och utveckla kunskaper och färdigheter. De omständigheter under vilka barn och ungdomar tillägnar sig kunskaper och färdigheter är därför viktiga för deras fostran. Det handlar om hela den anda som präglar en skolenhet. De vuxnas förväntningar och krav och den roll de spelar som barns och ungdomars förebilder i ord och handling påverkar den bild de unga får av sig själva liksom deras attityder till kunskap, arbete och etiska frågor."
13,144,Verksamheten i skolan likaväl som i samhället i övrigt bygger på politiska beslut som har tillkommit i demokratisk ordning. Dessa beslut kommer till uttryck i lagar och föreskrifter. Eleverna måste liksom de vuxna efterleva dessa regler. Samtidigt som skolan håller fast vid detta skall den klargöra att man aldrig med hjälp av samhäl***** PAGE 14 *****
13,145,116 Kursplaner
13,146,HUVUDMOMENT
13,147,MÄNNISKAN
13,148,Lågstadiet Kroppen och dess funktioner som de kan studeras utifrån barnens egna iakttagelser.
13,149,"Fortplantning, födelse, åldrande och död. Känslor och konflikter diskuteras och bearbetas i aktuella situationer."
13,150,"Vila, kost, hygien och rörelse i sammanhang som är kända för barnen."
13,151,"Läkemedel, alkohol, narkotika och tobak."
13,152,Mellanstadiet Grundläggande frågor som rör människokroppens funktioner och byggnad.
13,153,"Fortplantning, födelse, åldrande och död. Om människors utveckling, företrädesvis under barn- och ungdomsåren. Sexual- och samlevnadsfrågor belyses mot bakgrund av olika uppfattningar i klassen. Något om ärftligheten hos människan."
13,154,Hälsa och sjukdom. Åtgärder som barnen själva kan vidta för att förebygga och behandla sjukdomar och olycksfall.
13,155,Exempel på miljöns betydelse för människans utveckling.
13,156,"Alkohol, narkotika, tobak och andra skadliga ämnen. Förekomst och negativa verkningar för individen och samhället."
13,157,Högstadiet
13,158,Nervsystemet och sinnesorganen. Andningen och cirkulationen i kroppen. Rörelseapparaten. Träning och kondition. Olika handikapp.
13,159,Matsmältningsorganen. Födans kemiska sammansättning och dess näringsvärde. Vårt behov av lämpligt sammansatt föda. Följder av en felaktigt sammansatt föda.
13,160,"Fortplantning, födelse, åldrande och död. Samlevnads- och sexualfrågor."
13,161,Arv — miljö. Utveckling av beteenden och social organisation. Könsroller.
13,162,"Friskvård, hygien och smittorisker. Allergier. Vanliga sjukdomar och sjukvård. Olyckor, första hjälpen vid olycksfall. Övningar i att bära, lyfta och sitta rätt. Olika arbetsmiljöers inverkan på människan."
13,163,"Läkemedel, lösningsmedel, alkohol, narkotika och tobak. Deras giftverkan och hur man kan undvika dessa gifter. Möjligheter att komma ur ett beroende. Olika orsaker till missbruk. Vuxnas och kamraters roll och ansvar som normbildare."
15,164,Orienteringsämnen. Naturorienterande ämnen 117
15,165,NATUREN OCH MÄNNISKAN
15,166,"Lågstadiet Undersökning av egenskaper hos ämnen och föremål i den dagliga omgivningen. Vatten, luft och ljus. Väderiakttagelser."
15,167,"Djur och växter, främst sådana som finns i barnens närhet. Odling av växter och vård av djur."
15,168,Studier av naturområden och terrängförhållanden i skolans närhet. Sambandet mellan årstiderna och förändringar i naturen. Miljövård i aktuella sammanhang. Något om rymden.
15,169,"Frågor kring tingen, livet och döden, föranledda av barnens egna funderingar. Frågor som rör respekten för allt levande och människors förhållningssätt till och ansvar för naturen."
15,170,Mellanstadiet
15,171,Undersökning av några vanliga ämnen som har betydelse i barnens vardag. Egenskaper hos material. Några vanliga fysikaliska företeelser av betydelse för att förstå vanligt förekommande tekniska tilllämpningar. Något om solen som energikälla. Väderiakttagelser och väderrapportering. Några enkla astronomiska observationer.
15,172,"Döda föremål och organismer. Indelningsgrunder för växter och djur med utgångspunkt i undersökningar i någon naturtyp. Exemplifieringar av levnadssätt och anpassningar. Försök med odling av växter och vård av djur i skolan eller dess närhet. Undersökningar av liv, livsförutsättningar och förändringar i några naturområden som barnen har tillgång till. Miljövård i aktuella sammanhang."
15,173,Några vanliga teorier och trosföreställningar som belyser livets uppkomst. Frågor om döden föranledda av barnens funderingar.
15,174,Högstadiet
15,175,"Praktiska försök som visar skillnader mellan grundämnen, kemiska föreningar, blandningar och lösningar. Studier av modeller som klargör atom- och molekylbegreppen."
15,176,"Undersökningar av ämnens egenskaper och reaktioner. Fysikaliska företeelser av betydelse för människan och naturen, tex krafter, värme, energiomvandlingar, radioaktivitet. Väderiakttagelser och väderrapportering samt mekanismer som bestämmer väder och klimat. Vattnets kretslopp. Den astronomiska världsbilden och teorier om dess uppkomst och utveckling. Astronomiska observationer."
15,177,Huvudgrupper av växter och djur i ett ekologiskt och utvecklingshistoriskt perspektiv. Möjligheter och begränsningar för liv på jorden.
15,178,"Cellen och olika livsprocesser, t ex' fotosyntes."
16,179,118 Kursplaner
16,180,Landskapets uppbyggnad och olika naturtyper.
16,181,Ekosystemets byggnad och funktion.
16,182,"Människans påverkan av och ansvar för naturmiljön och hur kunskap om naturmiljön kan användas i samhällsarbetet, bl a miljökontroll och planering med hänsyn till ekologin."
16,183,Växtodling och djurvård i skolan eller i dess närhet. Naturvetenskaperna och livsfrågorna.
16,184,MÄNNISKANS VERKSAMHET
16,185,Lågstadiet
16,186,"Arbetsliv, produktion och naturtillgångar på den ort där man bor. Tekniska företeelser i det dagliga livet. Praktisk träning i färdigheter som behövs i hemmet. Faror och skydd i barnens omgivning. Risker och svårigheter i trafikmiljön. Träning i att observera, bedöma, fatta beslut och handla på ett bra sätt i trafiken."
16,187,Mellanstadiet
16,188,"Exempel på produktionsmetoder inom industri, jordbruk och skogsbruk som kan belysa hur människans arbetsvillkor förändrats och förändras. Arbetsmiljöfrågor."
16,189,"Exempel på tekniska tillämpningar i hemmet och arbetslivet. Övning i att hantera vanliga verktyg och enkla maskiner. Faror, skyddsanordningar. Den enskildes och samhällets beredskap att möta faror och olyckstillbud. Praktisk träning i trafiken och undersökningar av trafikmiljöer för att kunna delta i trafiksäkerhetsarbetet i närsamhället."
16,190,Högstadiet
16,191,"Teknikens utveckling och dess funktion i samhället samt de förändringar i miljön den medfört. Vatten och reningsverk. Några vanliga industrier som berör t ex skogen och dess produkter, jordbruk och livsmedel, stålframställning, petroleum och plast."
16,192,Arbetsplatser och arbetsmiljöfrågor.
16,193,"Användning av verktyg och maskiner, tillverkning och reparation, montering och demontering av olika enkla produkter som finns i elevens vardag."
16,194,Hur en vara utvecklas från idé till färdig produkt.
16,195,"Tolka, bearbeta och göra enklare ritningar, tabeller och diagram."
16,196,Följa bruksanvisningar och förstå innehållsdeklarationer.
17,197,MÅL
17,198,Orienteringsämnen. Samhällsorienterande ämnen 119
17,199,"Materiallära med inriktning mot vanliga ämnen, t ex kemikalier i hemmen, plast, järn."
17,200,Försörjning och förbrukning av energi. Olika energiformer och energiomvandlingar. Åtgärder för att spara energi.
17,201,"Mätning av t ex längd, volym, massa, densitet, tid, hastighet, temperatur."
17,202,Elkunskap med inriktning på vad eleven kommer att möta i vardagen. Säkerhetsriskerna.
17,203,"Ljusets egenskaper och de optiska hjälpmedel vi vanligen använder tex glasögon, kamera och kikare."
17,204,Ljudets egenskaper och ljud i vår omgivning. Buller som arbetsmiljöproblem.
17,205,Trafikplanering och lokala trafikproblem. Orientering om olika kommunikationssystem. Olika trafikantroller. Arbetssätt hos olika motorer. Buller och avgaser. Reaktionstid och friktion.
17,206,"Datorn, dess utveckling och konsekvenser för människan och samhället. Elektronik, elektronik i vardagen."
17,207,"Olika yrken där kunskap i biologi, fysik, kemi och teknik är betydelsefull."
17,208,SAMHÄLLSORIENTERANDE ÄMNEN
17,209,Skolans samhällsorientering har ett särskilt ansvar för att fostra eleverna till medborgare i ett demokratiskt samhälle. Undervisningen skall ge kunskaper om och förståelse för de lagar och normsystem som vårt samhälle vilar på. Den skall också leda till insikt om vikten av att värna om de demokratiska rättigheterna och fullgöra skyldigheterna.
17,210,"Genom undervisningen i de samhällsorienterande ämnena skall eleverna vidga sina kunskaper om sig själva och andra, om människors liv och verksamhet förr och nu samt om tillvaron och dess problem. De skall därigenom skaffa sig tilltro till sin förmåga att på***** PAGE 18 *****"
17,211,120 = Kursplaner verka och förbättra sina egna och andras levnadsförhållanden. Eleverna skall stimuleras till egna insatser i samhällslivet och få kännedom om de möjligheter som finns att påverka utvecklingen genom medverkan i politiskt och fackligt arbete och genom anslutning till olika ideella organisationer och föreningar.
17,212,Undervisningen skall bidra till att eleverna får ökad förståelse för andra människor och deras villkor som en grund för vilja till jämlikhet och solidaritet. De skall lära känna vad som format och formar människors liv. Eleverna skall därför ges rika tillfällen till kontakt med olika grupper av människor utanför skolan.
17,213,"I undervisningen skall eleverna träna sig att söka orsaker till motsättningar och att bearbeta konflikter. Skolan skall hjälpa eleverna att förstå hur konflikter mellan enskilda människor, mellan grupper och stater uppstått i det förflutna och kan uppstå i dag, vilken grund konflikterna kan ha, hur de kan förebyggas och hur de kan lösas. Undervisningen skall syfta till att stärka respekten för människans grundläggande fri- och rättigheter. Den skall ge en beredskap för fredssträvanden och öka förståelsen för behovet av internationell solidaritet. Den skall leda till förståelse och respekt för alla folk, för deras kulturer, civilisationer, värderingar och levnadssätt."
17,214,Den omgivande verkligheten bör studeras i nära samverkan med de naturorienterande ämnena. Eleverna skall få en orientering om skilda natur- och kulturgeografiska miljöer i världen. Undervisningen skall präglas av en ekologisk grundsyn och leda till elementära insikter i frågor som gäller mänsklighetens överlevnad. I samband med undervisningen om industri- och utvecklingsländer skall frågor om fördelningen av jordens begränsade resurser behandlas.
