word,n
främsta,6
fräsning,3
frätande,1
fråga,123
fråga;,1
frågan,13
frågeformulering,1
frågeformulär,3
frågelåda,1
frågeord,2
frågeställare,1
frågeställningar,2
frågeställningarnas,1
frågetecken,3
frågeteckken,1
frågor,140
frågor;,1
frågorna,8
frågornas,1
från,511
frånsett,1
frånvarande,2
frånvaro,6
frånvarokort,1
frånvaron,1
frånvarotiden,1
fröding,1
fröet,1
frön,2
fröspridning,2
frösådd,5
frövi,1
fsi,1
ft,1
ftextilvård,1
ftrcgp0ec0,1
fu-,1
fuktad,1
fuktig,1
ful,1
full,10
fulla,2
fullborda,3
fullfölja,1
fullföljas,2
fullföljs,3
fullgjorda,1
fullgod,2
fullgör,5
fullgöra,4
fullgörandet,1
fullgöras,3
fullgörs,1
fullmakter,2
fullmäktige,1
fullständig,1
fullständiga,7
fullständighet,1
fullständigt,2
fullt,14
fullvärdig,4
fundamental,1
fundamentala,1
fundamenten,1
fundera,1
funderingar,1
fungera,10
fungerar,9
funktion,30
funktionell,1
funktionella,4
funktionellt,3
funktionen,1
funktioner,30
funktioner;,1
funktionerna,1
funktionsdugliga,1
funktionär,2
funktionärer,7
funktionärerna,1
funktionärsuppgifter,1
funnit,1
fusk,2
fusket,1
futuavoir,1
futurum,1
fvlld,1
fylia,1
fylla,22
fyllas,2
fyllda,1
fyller,3
fyllest,1
fyllig,3
fylligare,4
fyllighet,12
fylligt,2
fyllnadsarbete,4
fyllnadsuppgifter,2
fyllnadsövningar,1
fyra,21
fyrhörningar,1
fyrkantlist,1
fysik,38
fysik;,1
fysikalisk,1
fysikaliska,24
fysiken,2
fysikens,2
fysikkurs,1
fysikkursen,1
fysiklärarens,1
fysikundervisningen,3
fysiologi,7
fysiologisk,1
fysiologiska,6
fysiologiskt,1
fysisk,21
fysiska,26
fysiskt,8
fälla,3
fällsöm,1
fält,1
fältpressar,1
fältundersökningar,1
fängsla,1
fängslande,3
fängslas,1
fär,1
färd,3
färdas,4
färdig,3
färdiga,10
färdigfabrikat,2
färdigförpackningarnas,2
färdighelerna,1
färdighet,42
färdigheten,4
färdigheter,74
färdigheterna,4
färdighets-,1
färdighetskrav,1
färdighetsnivå,1
färdighetsträning,7
färdighetsträningen,6
färdighetsämne,1
färdighetsämnen,4
färdighetsämnena,1
färdighetsövning,1
färdighetsövningar,3
färdigköpt,1
färdigställande,2
färdigställd,1
färdigställda,2
färg,19
färg*****,1
färg-,3
färgad,3
färgas,1
färgat,1
färgband,1
färgbandsbyte,1
färgbandspäsättning,1
färgbandspåsättning,2
färgbestämningar,1
färgbeteckningarna,1
färgbets,1
färgblandnings-,1
färgblindhet,1
färgbyggnadsövningar,1
färgen,2
färger,21
färgförslag,7
färgförslagi,1
färgglada,1
färgiakttagelser,1
färgkakans,1
färgkaraktärerna,1
färgkritor,3
färgkunnande,1
färgkännande,1
färglägga,1
färglägger,1
färglära,2
färgläran,1
färgpennor,2
färgpenslar,1
färgperspektiv;,1
färgsammansättningsövningar,1
färgsortiment,1
färgstoffers,1
färgsättning,2
färgsättningarna,1
färgtextning,1
färgtonkrets,1
färgtuber,2
färgtänkande,1
färgval,1
färskvara,1
färskvaror,1
fästa,2
fästas,2
fäste,1
fäster,3
fästes,2
få,411
fågelbon,2
fågelbord,1
fågelholkar,1
fågelläten,1
fågelläten;,1
fåglar,3
fåglarna,1
fåglars,1
fållning,1
fållstygn,1
fåmilje-,1
fånga,3
fångar,3
fångas,3
fångat,1
fångenskapen,1
får,397
fåret,1
fåtal,6
fått,20
föda,9
födelse,2
födelsen,2
födoämnen,1
föga,4
föl,1
följa,59
följaktligen,3
följand,1
följande,72
följande;,1
följas,9
följd,14
följda,1
följden,1
följder,3
följderna,2
följer,24
följesedel,1
följesedlar,2
följetongsläsning,1
följs,5
fönsterskydd,1
fönsterskyltning,1
fönsterskyltningen,2
för,2801
för-,3
föra,19
föraktade,2
förankras,1
förankring,2
föranleda,4
föranledd,1
föranleder,3
föranleds,2
föranstalta,1
förarbete,2
förarbeten,1
föras,15
förband,1
förbereda,31
förberedande,31
förberedas,21
förberedd,19
förberedda,23
förberedelse,18
förberedelse-,1
förberedelsearbete,2
förberedelsearbetet,4
förberedelsen,4
förberedelser,8
förbereder,8
förbereds,4
förberett,1
förbi,1
förbigå,1
förbigår,1
förbigås;,1
förbild,1
förbilliga,3
förbindelse,1
förbindelser,1
förbindes,1
förbinds,1
förbise,1
förbises,3
förbjudas,1
förbjuder,1
förbjudet,1
förblir,3
förblivande,1
förbränning;,1
förbränningen,1
förbränningsmotorer,4
förbränningsmotorns,1
förbränningsprov,1
förbundet,1
förbundna,2
förbättra,2
förbättrad,1
förbättrade,1
förbättrar,3
förbättras,2
förbättring,1
förbättringar,1
fördel,39
fördela,3
fördelad,2
fördelade,4
fördelaktig,1
fördelaktigast,2
fördelaktigt,3
fördelar,9
fördelarna,3
fördelas,28
fördelning,25
fördelningen,9
fördenskull,1
fördjupa,13
fördjupad,10
fördjupade,2
fördjupar,2
fördjupas,15
fördjupning,20
fördjupningskurs,4
fördubbla,1
före,37
förebild,3
förebilda,1
förebildad,1
förebilden,1
förebilder,3
förebilderna,1
förebildliga,1
förebråelser,1
förebygga,9
förebyggande,19
förebyggas,2
förebygger,1
förebyggs,1
föredra,2
föredrag,9
föredrar,1
föredöme,2
föredömliga,1
förefalla,2
förefintligt,2
föregå,4
föregående,34
föregås,8
förehavanden,1
förekomma,119
förekomma;,1
förekommande,68
förekommer,58
förekommit,4
förekomst,7
förekomsten,5
förelagda,5
föreligga,6
föreliggande,7
föreligger,20
förelägga,1
föreläggas,2
föreläggs,2
föremål,86
föremål;,1
föremålen,3
föremålens,1
föremålet,2
föremålsvisningar,1
förena,3
förenad,1
förenade,4
förenar,4
förenas,4
förenat,2
förening,11
föreningar,11
föreningarna,1
föreningen,5
föreningsarbetet,1
föreningsengagemang,1
föreningsfrågor,1
föreningskunskap,1
föreningskunskapen,1
föreningsliv,4
föreningsliv;,1
föreningslivet,2
föreningsmedlemmar,1
föreningsoch,1
föreningssammanhang,1
föreningsteknik,2
föreningsverksamhet,2
förenkla,2
förenklad,2
förenklade,3
förenklas,1
förenklat,3
förenkling,1
förenklingar,1
förenligt,1
förenta,5
föresatsen,1
föreskrifter,6
föreskriven,1
föreskrives,1
föreskrivet,2
föreskrivna,1
föreskrivs,2
föreslagits,3
föreslagna,23
föreslå,5
föreslås,4
förespelade,1
föreställ,1
föreställa,3
föreställande,1
föreställer,3
föreställning,13
föreställningar,14
föreställningar;,1
föreställningsförmåga,1
föreställningskrets,1
föreställningsoch,1
föreställningsvärld,8
föreståndare,1
företa,1
företag,19
företagas,1
företagen,1
företagens,2
företaget,6
företagets,5
företags,2
företagsform,1
företagsformen,1
företagsformer,3
företagsformerna,2
företas,2
förete,1
företeelse,9
företeelser,103
företeelser;,1
företeelserna,6
företeelsernas,1
företer,3
företrädande,1
företrädare,7
företrädda,1
företräde,1
företräder,1
företrädesvis,21
förevarande,1
förevisa,1
förevisad,1
förevisar,1
förevisning,1
förevisningar,2
förfar,3
förfara,1
förfarande,2
förfarandet,1
förfaringssätt,5
författare,7
författaren,4
författarens,1
författares,1
författningar,1
förfelas,1
förflutna,4
förflyter,1
förflyttning,2
förflyttningen,1
förfn,1
förfoga,5
förfogande,11
förfogar,2
förfrågan,1
förfrågningar,13
förfuskad,1
förfäder,1
förfärdiga,5
förfärdigande,1
förfärdigar,1
förfärdigas,4
förfång,2
förföljelser,2
förgasar-,1
förgasarmotorer,2
förgrenat,1
förgrund,1
förgrunden,3
förgrundsgestalter,1
förgångna,2
förhand,3
förhandsinformation,1
förhandsinställning,1
förhindra,1
förhistoria,2
förhålhuvudmoment,1
förhålla,1
förhållande,31
förhållandebegreppet,1
förhållanden,119
förhållanden;,1
förhållandena,17
förhållandet,16
förhållandevis,3
förhåller,4
förhöjs,1
förhör,1
förhöras,3
förhören,1
förklara,7
förklarande,4
förklarar,2
förklaras,14
förklaring,5
förklaringar,8
förklaringen,2
förklarligt,1
förknippa,1
förknippad,1
förknippade,3
förknippas,2
förkomma,1
förkorta,1
förkortat,1
förkortning,6
förkortning;,1
förkortningar,12
förkovra,2
förkovran,1
förkunnelse,18
förkunskaper,4
förkunskaperna,1
förlagd,2
förlagor,2
förlamande,1
förlopp,12
förloppen,2
förloppet,2
förlora,3
förlorad,2
förlorar,4
förlorat,1
förlovning,1
förlustkonto,1
förlägga,3
förläggas,12
förlägges,1
förläggning,2
förläggs,2
förlänga,1
förlänger,1
förlängning,6
förläsning,2
förlåt,1
förlåtelsens,1
förlöper,1
förmedla,14
förmedlade,1
förmedlar,2
förmedlare,1
förmedlas,8
förmenta,1
förminskar,1
förmodan,1
förmodas,1
förmå,2
förmåga,130
förmåga;,1
förmågan,38
förmån,3
förmåner,6
förmånerna,1
förmånlighet,1
förmånligt,2
förmår,5
förnuftig,1
förnuftiga,1
förnyad,2
förnyas,1
förnyat,1
förnyelse,3
förnämlig,1
förnämsta,1
förnödenheter,1
förordar,1
förordas,1
förordningar,1
förorsakar,1
förpackningar,2
förpackningar?,1
förpackningsmaterial,1
förpackningsproblemen,1
förpackningsövningar,1
förpliktélse,1
förpuberteten,1
förr,20
förra,5
förrän,10
förrättar,1
förråd,18
förrådet,1
förråds-,1
förs,11
försagda,1
församlingarna,1
församlingen,3
församlingsmedlemmar,1
förse,2
försedd,1
försedda,9
förseelse,1
förseelser,1
försenad,4
försenade,1
förses,1
försett,2
försetts,1
försiggå,1
försiggår,2
försigkomna,4
försiktig,3
försiktigare,1
försiktighet,13
försiktighetsmått,1
försiktigt,4
försjunker,1
förskjuta,1
förskjutning,3
förskjutningar,3
förskjuts,1
förskoleåldern,2
förskollärarinnan,1
förskolåldern,1
förskrifter,1
förskrifterna,1
förskriftstyp,1
förskönande,1
förslag,82
förslagen,2
förslaget,7
förslagsvis,8
förslärker,1
försorg,6
först,62
första,181
förstadium,1
förstagradsbinom,2
förstagradsterm,1
förstagradstermer,1
förstahandserfarenheter,1
förstahandsupplevelserna,1
förstavelse,1
förstnämnda,2
förstorar,1
förstoring,2
förstoringsapparat,1
förstoringsglas,1
förströelse,2
förströelseläsning,1
förstygn,1
förställa,1
förstärka,2
förstärkare,1
förstärkningen,1
förstärknings-,2
förstärkningseller,2
förstå,96
förstådda,1
förståelig,1
förståeligt,1
förståelse,73
förståelsen,30
förstår,15
förstås,2
förstått,3
förstör,1
försumlighet,1
försumma,1
försummas,5
försvaret,2
försvaret;,1
försvarsmedel,1
försvårar,1
försäkring,5
försäkringar,4
försäkringsbolag,1
försäkringsformer,1
försäkringsformerna,1
försäkringsfrågor,2
försäkringstermerna,1
försäkringsväsendet,1
försäkringsväsendets,1
försäljare,1
försäljarens,2
försäljas,1
försäljning,3
försäljningen,2
försäljningens,6
försäljnings-,2
försäljningsarbetets,2
försäljningschefer,1
försäljningsförloppet,1
försäljningskostnader,2
försäljningspris,1
försäljningssamtalet,1
försäljningsteknik,2
försäljningstekniken,1
försäljningsteknikens,1
försäljningsövningar,2
försämras,3
försämring,1
försämräd,1
försändelser,1
försättsblad,1
försångare,1
försök,43
försök;,1
försöka,26
försöken,2
försökens,1
försöker,6
försöket,1
försöksanordningar,1
försöksmomenten,1
försöksplacering,1
försörjning,2
försörjningsmöjligheter,1
förta,1
förtar,1
förteck9ha,1
förtecken,2
förtecknad,1
förtecknar,1
förteckning,15
förteckningar,7
förteckningen,1
förtenning,1
förtjusning,1
förtjäna,1
förtjänar,4
förtjänsten,1
förtjänster,3
förtroende,10
förtroendefull,2
förtroendefullt,3
förtroendeförhållandet,1
förtroendelärare,1
förtroendemän,3
förtroendemännens,1
förtroendeuppgifter,1
förtrogen,3
förtrogenhet,15
förtrogenheten,1
förtrogna,38
förträfflighet,1
förts,1
förtunningsmedel,1
förtydliga,1
förtydligas,1
förtätning;,1
förut,9
förutom,27
förutsältningar,1
förutsätta,1
förutsättas,2
förutsätter,20
förutsättes,2
förutsättning,48
förutsättningar,146
förutsättningar;,1
förutsättningarna,23
förutsättningarnas,1
förutsättningen,10
förutsätts,4
förvalta,1
förvaltning,1
förvaltningen,2
förvaltningens,1
förvandling,5
förvandlingar,1
förvara,4
förvarade,1
förvaras,13
förvaring,4
förvaringskärl,1
förvaringsplats,1
förvaringspärmar,2
förvaringsskåp,1
förvaringsutrymmen,2
förverkliga,2
förverkligandet,1
förverkligar,1
förverkligas,1
förvissa,2
förväg,16
förväntan,3
förväntas,1
förväntningar,1
förväntningarna,2
förvärva,11
förvärvad,1
förvärvade,2
förvärvar,5
förvärvas,1
förvärvat,4
förvärvsarbete,2
förvärvslivet,2
förväxlar,1
förväxlas,1
förväxlingar,1
föräldraaftnar,3
föräldraafton,1
föräldraaktivitet,1
föräldraansvaret,1
föräldraförening,3
föräldraföreningar,2
föräldraföreningen,6
föräldrakväll,1
föräldramöte,1
föräldramöten,10
föräldraorganisationer,1
föräldrar,28
föräldrarna,35
föräldrarnas,7
föräldrars,1
föräldraträffar,1
föräldrärna,1
föränderlighet,1
förändra,1
förändrar,1
förändras,6
förändrat,1
förändring,5
förändringar,13
föråldrade,1
förövningar,2
föslag,1
fötter,1
fötterna,2
g,4
ga,1
gagn,6
gagnar,1
galet,1
galiléen,1
gallring,1
galon,2
galvaniska,1
galägger,1
gamla,22
gamlas,1
gammaltestamentliga,2
gangesområdet,1
ganska,14
garanterar,1
garantier,1
garderoben,5
garn,2
garner,1
gas,2
gasbetong,2
gaser,2
gasformiga,1
gast,2
gator,1
gc,1
ge,423
gedigen,3
gedigna,1
gehäl,1
gehör,1
gehörsmässig,1
gehörsmässigt,1
gehörssvaga,1
gehörsutbildning,4
gehörsutbildningen,4
gehörsövningar,2
gehörsövningarna,1
geijer,1
gelbundna,1
gemcensammas,1
gemen,1
gemene,1
gemensam,40
gemensamma,83
gemensamt,43
gemenskap,14
gemenskapen,2
gemenskapsförhållande,1
gemenskapskretsen,2
gemenskapskänsla,1
gemenskapskänslan,1
gemenskapslivet,1
gemenskapssituation,1
genast,2
generalbalans,2
generalisera,1
generaliserande,1
generationer,2
generationerna,1
generationsskill,1
generatorer,1
generella,4
generellt,2
generös,2
genesaret,1
gengäld,1
genitiv,2
genitiv-,1
genom,575
genomarbetade,1
genomarbetat,1
genomför,2
genomföra,15
genomförande,4
genomförandet,4
genomföras,16
genomförbart,1
genomförd,2
genomföres,1
genomförs,5
genomfört,2
genomgaås,1
genomgripande,1
genomgående,8
genomgång,64
genomgångar,1
genomgångarna,1
genomgången,23
genomgånget,1
genomgångna,17
genomgår,1
genomgås,64
genomgått,2
genomgåtts,4
genomläsas,1
genomläsningen,1
genomskriftsbokföring,2
genomskärningar,2
genomsnitt,2
genomsnittlig,1
genomsnittligt,1
genomsnittsbarnet,1
genomsyra,1
genomsyras,1
genomtänkt,5
genomtänkta,3
gens,1
gensvar,2
gentemot,2
genusregler,1
genvägar,1
genöm,1
geografi,79
geografin,4
geografins,1
geografisalen,1
geografisk,5
geografiska,56
geografiskt,9
geografistudierna,7
geografiundervisning,1
geografiundervisningen,8
geografiundervisningens,1
geografiämnet,2
geologiska,3
geometri,7
geometri;,1
geometrikurs,1
geometrikursen,2
geometrin,3
geometrins,1
geometrisk,2
geometriska,6
geometriundervisningen,3
geortall,1
geortaln,1
ger,179
ges,145
gestalt,2
gestalta,7
gestaltande,2
gestaltas,1
gestalter,5
gestaltning,7
gestaltningen,1
gestaltskapande,1
gester,1
gg,1
gien,1
gifter,5
gifters,1
giftiga,2
giftorätt,1
gionerna,1
gips,2
girl,1
girls,1
gissar,1
gitarr,1
givande,6
give,1
given,10
givet,7
givetvis,58
givinmseslirsn,1
givit,2
givits,4
givna,36
givna;,1
gj,1
gjord,1
gjorda,8
gjort,12
gjorts,8
glad;,1
glada,1
gladstone,1
glas,1
glas-,2
glasering,1
glasmontrar,1
glasmåleri,1
glass,1
glasvaror,1
glasyr,1
glider,2
glimtar,2
glob,1
globala,2
globen,4
glosplugg,1
glycerol,1
glykol,1
glädja,2
glädje,11
glädjemoment,2
glädjen,1
glömma,3
glöms,1
gnidningselektricitet,1
gnola,1
go,3
god,151
goda,79
godhet,1
godkända,3
godkännande,1
godkänts,5
godo,3
gods-,1
godsaker,1
godtar,1
godtycklig,1
godtyckligt,1
goes,1
goes;,1
going,1
golv,4
golv-,2
good,1
got,2
gotland,1
gott,45
gr,2
grad,52
graden,13
graden;,1
gradera,1
graderad,5
graderade,1
gradering,1
graderingar,1
gradning,3
gradnätet,4
gradskiva,7
gradvis,7
grafisk,22
grafiska,10
grafiskt,5
gram,1
grammaltikens,2
grammaltiska,1
grammatik,13
grammatiken,2
grammatikkurs,1
grammatikkursen,1
grammatikmoment,3
grammatikstudiet,2
grammatikundervisning,1
grammatikundervisningen,3
grammatikövning,2
grammatikövningarna,1
grammatikövningen,1
grammatisk,4
grammatiska,30
grammofon,12
grammofon-,2
grammofonillustrationer,1
grammofoninsjungningar,1
grammofoninspelningar,2
grammofonmusik,1
grammofonskivor,6
grandet,1
grannar,3
grannfolkens,1
grannländer,1
grannländerna,2
grannländernas,2
granska,3
granskas,2
granskning,2
gregorianska,1
grekisk-ortodoxa,1
grekisk-romersk,1
grekiskan,1
grekland,4
greklands,1
gren,4
grenar,6
grenen,1
grepp,4
griegs,1
grillning,1
gripa,4
gripbar,1
griper,1
groddjur,1
groning,2
gross,1
grosshandeln,2
groteska,1
grova,1
grovt,1
grp1,1
grund,72
grunda,2
grundad,2
grundade,3
grundar,1
grundas,7
grundbegrepp,3
grundbegreppen,1
grundbindningar,1
grundbok,1
grunddragen,2
grunddraget,1
grunden,11
grunder,11
grunderna,9
grundformen,1
grundfrågor,2
grundförsök,1
grundförutsättningar,1
grundförutsättningen,1
grundinställning,1
grundjs,1
grundkunskap,1
grundkurs,18
grundkurs-,2
grundkursen,23
grundkursens,4
grundkurssom,1
grundkurstyp,1
grundlagts,1
grundlig,14
grundliga,1
grundligare,5
grundlighet,2
grundligt,10
grundlägga,28
grundläggande,108
grundläggandet,1
grundlägger,2
grundläggs,1
grundmoment,1
grundmönster,2
grundning,2
grundorsakerna,1
grundprincip,1
grundprincipen,1
grundprinciper,1
grundprinciperna,2
grundpulsen,1
grundregler,3
grundsatser,1
grundskola,3
grundskolan,30
grundskolans,15
grundskolning,1
grundsortiment,2
grundsortimentet,1
grundtal,5
grundtankar,5
grundtankarna,3
grundtanken,1
grundteknik,1
grundtekniken,1
grundtemat,1
grundton,1
grundutbildning,4
grundutbildningen,2
grundval,28
grundvalen,3
grundvillkor,1
grundämne,2
grundämnen,2
grundämnet,1
grundövningen,1
grup,1
grupp,87
grupp-,3
gruppaggressioner,1
grupparbete,39
grupparbeten,19
grupparbetet,11
grupparbetets,2
gruppbetonat,1
gruppbildning,1
gruppbildningarna,1
gruppbildningen,1
gruppbord,1
gruppdiskussioner,3
gruppen,21
gruppens,5
grupper,93
gruppera,4
grupperar,2
grupperas,2
gruppering,7
grupperingen,2
grupperna,15
gruppernas,3
gruppers,1
gruppgränser,1
gruppindelning,4
gruppinsats,1
gruppkamrat,1
gruppledningar,1
gruppmedlem,1
gruppmedlemmarna,1
gruppmålning,2
gruppmålningar,1
grupprum,7
grupps,2
gruppsammansättning,1
gruppsamtal,1
gruppsituationer,1
gruppstudier,1
gruppteckningar,1
grupptidning,1
grupptimmar,3
grupptimmarna,2
grupptävling,1
grupptävlingar,1
gruppundervisning,14
gruppundervisningen,1
gruppuppdelning,4
gruppuppgifler,1
gruppuppgift,4
gruppuppgiften,1
gruppuppgifter,12
gruppuppsättningar,1
gruppverksamhet,1
gruppvis,12
grytlapp,1
gräns,4
gränsbygdens,1
gränsdragning,1
gränsen,4
gränser,4
gränserna,3
gränsområden,2
gräsklippare,1
gråter,1
gråter;,1
gråtonerna,1
gröda,1
gröna,1
grönland,1
grönsaker,1
grönska,1
gsrundfrågor,1
guds,2
gudsstatstanken,1
gudstjänst,3
gudstjänst-,5
gudstjänstbruk,1
gudstjänsten,1
gudstjänster,2
gudstjänstlivet,1
gudstjänstlokaler,2
gudsuppfattningen,1
gula,1
gullberg,1
gummi,1
gustav,3
gut,1
gydiloslirs,1
gyllene,2
gymnasieförberedande,1
gymnasiestudier,1
gymnasiets,1
gymnasium,1
gymnastik,55
gymnastik-,1
gymnastik3,1
gymnastik5,1
gymnastik6,1
gymnastikavdelning,1
gymnastikboll,1
gymnastikdräkt,2
gymnastiken,6
gymnastikens,2
gymnastikkonsulent,1
gymnastiklektion,2
gymnastiklektionen,1
gymnastiklektionens,1
gymnastiklektionerna,2
gymnastiklokaler,1
gymnastiklokalerna,2
gymnastiklärare,1
gymnastikläraren,2
gymnastiklärarummet,1
gymnastikredskapen,1
gymnastiksal,3
gymnastiksalen,4
gymnastiksalens,1
gymnastikskor,1
gymnastikundervisning,2
gymnastikundervisningen,7
gymnastikuppvisningar,1
gymnastikövningar,1
gymnastisera,1
gymnastiska,1
gynna,1
gynnade,1
gynnar,1
gynnas,1
gynnsam,4
gynnsamma,3
gynnsamt,1
gynt,1
gälla,42
gällande,25
gäller,178
gällt,1
gäng,1
gängbildningar,1
gängning,6
gängse,7
gärdeskanter,1
gärna,53
gärning,2
gärningar,2
gästande,1
gäster,5
gå,47
gående,1
gång,58
gångarter,2
gångbara,1
gången,8
gånger,30
gångerna,1
gångers,1
gånget,1
gångna,8
går,31
gården,3
gåtor,1
gökrop,1
gömd,1
gör,87
göra,198
göra?,1
göras,98
görligaste,7
görligt,1
göromål,2
görs,21
h,3
ha,129
haben,2
had,1
haft,13
halm,2
halsduk,1
halsspecialist,1
halv,6
halva,7
halvcirkelns,1
halvdag,1
halvdagar,1
halvering,2
halvfabrikat,13
halvfabrikat;,1
halvklass,1
halvklasserna,1
halvklassuppsättning,2
halvmetermått,2
halvårs-,1
halvöppen,1
hamnar,1
han,210
hand,174
hand-,1
hand;,1
handbokskaraktär,1
handböcker,4
handdockor,2
handduk,1
handed;,1
handel,10
handeln,4
handelns,21
handelsformer,1
handelskunskap,11
handelskunskap;,2
handelslinje,3
handelslinjen,1
handelslinjens,1
handelslära,8
handelsläran,1
handelsområdet,1
handelspolitiska,1
handelsräkning,6
handelsräkningen,2
handelssidorna,1
handelstermer,1
handelsundervisning,3
handelsundervisningen,4
handelsutbyte,1
handelsutbytet,1
handelsvägar,5
handelsyrkena,1
handelsämnen,1
handen,6
handens,8
handgrepp,6
handgreppen,2
handha,2
handhaft,1
handhar,1
handhas,2
handhavande,2
handhavandet,5
handikapp,4
handikappades,1
handklappningar,1
handla,1
handlade,1
handlaget,1
handlande,2
handlar,1
handledare,1
handleden,2
handleder,1
handledning,39
handledningar,3
handledningen,4
handling,3
handlingar,5
handlingen,2
handlingsprogrammet,1
handläggas,1
handmaskiner,1
handmotorik,3
hands,4
hands;,1
handskande,1
handskas,12
handskrivna,3
handskrivning,3
handstil,16
handstilens,1
handstilsprov,4
handstilsskrivning,1
handstilstyp,1
handstilsvård,7
handstilsvårdande,2
handstilsvården,3
handstilsövning,3
handstilsövningar,7
handstilsövningarna,1
handställning,2
handställningen,1
handsåg,1
handsöm,1
handsömnad,1
handtagets,1
handtvätt,1
handverktyg,7
hans,106
hansan,1
hantera,4
hanterandet,1
hantering,1
hantverk,2
hantverkare,1
hantverksprodukter,1
hantverkstekniker,1
happened,1
happier,1
happiest;,1
happy,1
har,418
hard,1
harder,1
hardest;,1
harmoni,2
harmoniera,1
harmonisk,3
harmoniska,4
harmoniskt,1
hastighet,2
hastigheten,3
hastighetsprov,3
hastighetsåkning,3
hastighetsövningar,2
hastigt,3
have,5
havet,3
hb,1
he,7
hedmark,1
hektogram,2
hektoliter;,1
hekto—hundra,1
hel,8
hel-,10
hela,152
heldag,1
helg,2
helgd,1
helger,11
helgondagar,1
helgonlegender,1
helgons,1
helgpynt,1
helgseder,2
helhet,30
helheten,2
helheter,3
helhetsbild,2
helhetsbilden,1
helhetskravet,1
helhetsmetod,1
helhetssyn,3
helhetsuppfattning,2
helhetsverkan,1
helhjärtat,1
helklass,1
hellenistisk,1
heller,17
hellre,2
heloch,1
helpreparat,1
helser,1
helst,33
helt,45
helt;,1
heltal,11
heltal;,1
heltalsdivisor,2
heltalsdivisor;,2
heltalsexponenter,1
heltalsfaktorer,1
heltalsmultiplikationen,1
heltalsnämnare,1
heltalstäljare,1
helår,1
hem,72
hem-,4
hem-skola-samhälle,2
hemarbete,5
hemarbetet,10
hemarbetets,2
hembesök,2
hembygd,1
hembygden,31
hembygdens,34
hembygdsföreningar,1
hembygdsgårdar,1
hembygdskunskap,73
hembygdskunskapen,5
hembygdskunskapen;,1
hembygdskunskapens,5
hembygdslektionerna,1
hembygdsmuseer,1
hembygdsoch,1
hembygdsstudium,1
hembygdsvård,1
hemekonomi,1
hemekonomin,1
hemfabricerat,1
hemforskningens,1
hemfrågor,1
hemförhållanden,2
heminredning,2
hemkommunen,4
hemkommunens,6
hemkonsérveringens,1
hemkultur,1
hemkunskap,58
hemkunskap?,1
hemkunskapen,2
hemkunskaps-,1
hemkunskapsavdelningen,1
hemkunskapslokalerna,1
hemkunskapsundervisningen,1
hemkunskapt,1
hemkunskåp?,1
hemlagade,1
hemlandskapet,1
hemläxor,1
hemlån,2
hemma,17
hemma;,1
hemmen,21
hemmens,2
hemmet,87
hemmet;,1
hemmets,30
hemmiljö,6
hemmiljö;j,1
hemmiljöer,1
hemmiljön,3
hemorten,7
hemortens,11
hems,1
hemsamarit,1
hemsituation,1
hemsjukvård,12
hemslöjd,4
hemslöjden,1
hemslöjdens,1
hemsysslor,8
hemsändning,2
hemtextilier,4
hemtrakt,5
hemtrakten,7
hemtraktens,2
hemuppgift,2
hemuppgifter,28
hemuppgifterna,9
hemvård,5
hemvårds-,1
hemvårdsarbeten,3
hemvårdsarbetet,1
hemvårdslägenheten,1
hemvårdslära,2
hemvårdsmetoder,1
hemvårdsrum,1
hemvårdsrummet,1
hemvårdsuppgifterna,1
henne,2
hennes,5
herbariestudierna,1
herbarium,1
here,1
hermetisk,1
herrar»,1
herremakt,2
herättelser,1
heshet,1
het,1
heter,4
heterogen,1
hi,5
hildband,1
himlakropparnas,1
himmelsfärden,1
himmelske,1
hinder,8
hindergård,1
hindra,4
hindrar,4
hindras,2
hinduism,1
hinna,1
hinner,5
his,2
histologiska,1
historia,153
historiekurs,1
historien,23
historiens,1
historier,1
historiestoffet,1
historiestudiet,1
historieundervisningen,8
historieämnet,1
historisk,7
historiska,37
historiskt,10
histötn,1
hit,4
hithörande,7
hitlerriket,1
hitta,10
hittar,1
hittat,1
hj,2
hjälp,159
hjälp-,1
hjälpa,56
hjälpande,3
hjälpare,2
hjälpas,1
hjälpbehövande,1
hjälpen,4
hjälper,17
hjälpinsamlingar,1
hjälpklass,9
hjälpklasselevernas,1
hjälpklassen,1
hjälpklasser,6
hjälpklasserna,4
hjälpklassernas,1
hjälpmedel,170
hjälpmedels,1
hjälpmedelscentralerna,1
hjälpmedelscentralernas,1
hjälpmedelsutaudivisuella,1
hjälpmedlen,11
hjälpmedlens,1
hjälpsam,1
hjälpsamhet,8
hjälpta,1
hjälpundervisning,2
hjälpundervisningen,1
hjälpverb,2
hjälpverben,1
hjälpverbens,1
hjälpåtgärd,2
hjälpåtgärder,1
hjärtan,1
ho,2
hoang-ho,1
hoang-hos,1
hobbies,1
hobby,1
hobbyarbete,1
hobbybok,1
hobbykaraktär,1
hobbyklubbar,1
hobbyverksamhet,6
hochsprache,1
hockey-bockey,1
holkar,1
home,3
home?,1
homogen,1
homogena,11
hon,12
honom,41
honom;,1
hopande,1
hopar,1
hopbragts,1
hopp,6
hoppet,1
hopplös,1
hopprep,2
hopprepsövningar,1
hoppsasteg,1
hoptråckling,1
horses;,1
hos,99
hot,1
hotell-,1
house,1
houses;,1
