page,paragraph_id,sentence_num,sentence_text
5,64,3,I grundskolan framstår det som mest relevant att eleverna studerar materiens egenskaper och omvandlingar genom i första hand åskådliga modeller
5,64,4,|
5,65,1,"Kemiämnet kan delas in i tre huvudområden, nämligen materiens egenskaper, materiens kemiska reaktioner samt materiens kretslopp och/eller spridning"
5,66,1,"Området materiens egenskaper innefattar de ca 100 atomslagen som utgör byggstenarna för all materia, skillnader mellan materia och icke-materia, beskrivning och klassificering av olika material och ämnen, gasers egenskaper, skillnader mellan blandningar och kemiska föreningar, separations- och reningsmetoder för blandningar, karakterisering av lösningar efter surhet, begreppen pH, indikator, neutralisation och buffert"
5,66,2,Vidare ingår elementär atomteori som förklaring till materiens dynamiska egenskaper
5,67,1,"Kemiska reaktioner har stor betydelse i industrisamhället, i vardagen, i naturen och i alla levande organismer"
5,67,2,"Malmer kan omvandlas till metaller, olja till många olika produkter såsom plaster, färger, rengöringsmedel, läkemedel och kosmetika etc"
5,67,3,Metaller korroderar och behöver därför ofta skyddas
5,67,4,"Olja, bensin och andra energirika ämnen kan förbrännas och omvandlas till energifattigare ämnen"
5,67,5,I naturen vittrar mineral och bergarter och frigör mineral som kan ha betydelse för jord- och skogsbruk
5,67,6,"Genom växternas fotosyntes bildas energirika ämnen, i första hand kolhydrater, som är av grundläggande betydelse för människors och djurs ämnesomsättning"
5,67,7,"Centrala begrepp för att tolka kemiska reaktioner är att massan bevaras, men att dess atomära beståndsdelar kan omarrangeras till nya kemiska föreningar och att energi omsätts vid reaktionerna"
6,69,1,Materiens kretslopp och/eller spridning förklaras till stor del av materiens dynamiska natur
6,69,2,"Kol, kväve och vatten ingår i naturliga kretslopp"
6,69,3,Kunskap om dessa kretslopp är avgörande för att förstå villkoren för jord- och skogsbruk och olika miljöfrågor
6,69,4,Kemiskt kunnande är en förutsättning för insiktsfull miljövård i det moderna samhället
6,69,5,"Vid korrosion och förbränning samt vid industriella processer uppstår ofta icke önskvärda biprodukter, som kan ha skadlig inverkan på människor och miljö"
6,69,6,Vatten fungerar som lösningsmedel för en mängd ämnen och vatten liksom luft spelar stor roll som transportmedel vid olika spridningsprocesser
6,69,7,Återanvändning och återvinning är viktiga delar i resurshushållningen
6,70,1,Mål som eleverna skall ha uppnått i slutet av det femte skolåret
6,71,1,"Eleven skall e kunna beskriva, jämföra, sortera och ordna ämnen efter egenskaper,"
6,72,1,"e ha kunskap om begreppen fast, flytande, gasformig samt kokning, avdunstning, kondensering och stelning,"
6,73,1,"e veta hur riskabla eller farliga kemikalier i hemmiljön skall hanteras och hur de är märkta,"
6,74,1,"e ha erfarenhet av några olika slags blandningar och lösningar,"
6,75,1,e känna till några faktorer som leder till att material bryts ned och veta hur man kan förhindra detta
6,76,1,Mål som eleverna skall ha uppnått 1 slutet av det nionde skolåret
6,77,1,"Eleven skall e kunna genomföra och tolka enkla kemiska undersökningar och experiment,"
6,78,1,"e känna till några grundämnen, kemiska föreningar och kemiskt tekniska produkter av betydelse för vardagslivet,"
6,79,1,"e känna till de viktigaste kretsloppen i naturen samt kunna beskriva några spridningsprocesser för materia i luft, vatten och mark,"
6,80,1,"e känna till viktiga egenskaper hos och kunna beskriva vattnets roll som lösningsmedel och som transportmedel i mark och växter,"
6,81,1,"e känna till egenskaper hos luft och dess betydelse för kemiska processer såsom förbränning,"
6,82,1,e känna till hur man på ett säkert sätt hanterar vanliga kemikalier och brandfarliga ämnen
7,83,1,I en värld som präglas av internationella kontakter är det önskvärt att alla svenskar kan engelska så väl att de kan förstå och använda språket i både tal och skrift
7,83,2,Genom att engelska språket numera har en så dominerande ställning i hela det internationella samhället fungerar det som ett globalt språk
7,84,1,"Det ökande utbudet av engelska i massmedierna, det intensifierade reselivet och behovet av att kunna kommunicera på många olika områden, såväl i privatlivet som i utbildningen och arbetslivet, gör att kraven på bredd och djup i engelskkunskaperna ständigt växer"
7,84,2,"Till denna breddning och fördjupning hör sådana kunskaper som ger vidgade perspektiv på levnadsförhållanden, tänkesätt, seder och kultur i engelskspråkiga länder"
7,85,1,Syftet med undervisningen i engelska är att eleverna skall förvärva så goda språkfärdigheter och så mycket relevant samhälls- och kulturkunskap att de kan fungera i de olika sammanhang där engelskan används för språklig kommunikation
7,86,1,Mål att sträva mot
7,87,1,"Skolan skall i sin undervisning i engelska sträva efter att eleven e förstår varierande former av engelskt tal och blir medveten om de olika språkliga varianter som har sin grund i sociala och regionala skillnader inom den engelskspråkiga världen,"
7,88,1,"e kan inleda och delta i samtal och diskussioner och därvid uttrycka egna åsikter och bemöta andras,"
7,89,1,"e utvecklar sin förmåga att använda engelska för att berätta, beskriva och förklara,"
7,90,1,"e kan läsa och förstå texter av varierande slag, såsom nyhetsartiklar och faktatexter i tidningar och tidskrifter,"
7,91,1,e läser och tillgodogör sig litteratur som kan möta behov av bl
7,91,2,"a spänning och upplevelser och som kan stimulera till fortsatt läsande på egen hand,"
7,92,1,"e lär känna sådan skönlitteratur, poesi och musik som representerar såväl den engelskspråkiga kulturtraditionen som den kultur eleverna i dag omges av,"
7,93,1,"e vänjer sig vid att läsa engelska texter som anknyter till andra skolämnen och till temaoch projektarbeten eller som rör egna intresseområden,"
7,94,1,"e kan formulera sig tydligt och vårdat i skrift och vänjer sig vid att uttrycka upplevelser och tankar i skrift så att skrivandet blir en hjälp att befästa och utveckla språket,"
7,95,1,"e lär sig att analysera, bearbeta och förbättra sitt språk mot allt större variation och formell säkerhet,"
7,96,1,"e inhämtar kunskaper om samhällsförhållanden och kulturliv i engelskspråkiga länder och lär sig beskriva och göra jämförelser med motsvarande svenska förhållanden,"
7,97,1,"e är van att ta ansvar för sin egen språkinlärning,"
7,98,1,"e gör det till en vana att använda ordböcker, uppslagsböcker och grammatikor som hjälpmedel och att utnyttja datorer för skrivande, informationssökning och kommunikation,"
7,99,1,e har en tilltro till sin förmåga att använda engelska i alla de sammanhang där det finns ett behov av att kommunicera på språket
7,100,1,Ämnets uppbyggnad och karaktär
7,101,1,Kunskaper i att använda det engelska språket och insikter i den engelskspråkiga världens kultur i vid mening utgör de centrala delarna i ämnet
7,102,1,Kommunikativ språkfärdighet
7,103,1,Att kunna kommunicera med hjälp av språket står i fokus för språkinlärningen
7,103,2,Undervisningen skall utgå från ett meningsfullt och intresseväckande innehåll
7,103,3,Eleverna utvecklar sin språkfärdighet genom att lyssna till och läsa om sådant som angår och engagerar dem och genom att använda språket för att uttrycka egna tankar i tal och skrift
7,103,4,Det språkliga och sociala samspelet eleverna emellan har här en viktig roll
7,103,5,Det ligger också ett värde i att eleverna försöker hitta vägar för att förstå eller göra sig förstådda även i situationer där den egna språkförmågan ännu inte riktigt räcker till
8,105,1,"I dag möter svenska barn det engelska språket långt före skolåldern, framför allt genom det rika utbudet av engelskspråkiga TV-program"
8,105,2,Det är därför väsentligt att redan den tidiga undervisningen i engelska söker fånga upp sådant som väcker elevernas intresse och nyfikenhet också utanför skolans värld
8,105,3,"Bilder, rörelse, musik och eget skapande kan ytterligare stimulera och stödja språkutvecklingen och därmed svara mot elevernas behov av fantasi och lek"
8,106,1,"Även fortsättningsvis är fantasi och lek, liksom stoff som stimulerar nyfikenhet, viktiga inslag i undervisningen"
8,106,2,Med elevernas stigande ålder och mognad blir det naturligt att också lägga vikt vid grammatiska strukturer och mer formell språkträning
8,106,3,"En sådan språkträning syftar till att utveckla såväl den formella säkerheten som förmågan att variera språket i fråga om ordförråd, fraser och satsbyggnad"
8,107,1,Uttalet är en viktig del av den språkliga kommunikationen
8,107,2,"Elevernas uttal när det gäller enskilda ljud, betoning, intonation och rytm grundläggs från nybörjarstadiet och uppmärksammas sedan under hela studiegången"
8,107,3,Förebilden för elevernas eget uttal bör vara vårdad brittisk eller amerikansk engelska
8,108,1,Interkulturell förståelse
8,109,1,"Varje nytt språk är fftämmande också i den meningen att det —- jämfört med modersmålet ofta är uttryck för ett annorlunda sätt att bete sig, för olika levnadsförhållanden, för olika värderingar och för en annan kultur"
8,109,2,För många av dagens elever är kulturell mångfald en naturlig och integrerad del av den egna vardagen
8,110,1,"Kunskaper om de engelskspråkiga ländernas vardagsliv, historia, geografi, samhällsförhållanden och religioner har ett värde i sig"
8,110,2,"Sådana kunskaper ger också eleverna en bättre bakgrund när de söker förstå exempelvis film och litteratur, när de tar del av nyhetsförmedling i media och när de vill komma i personlig kontakt med engelsktalande"
8,110,3,Eleverna får genom internationella jämförelser också nya perspektiv på svenskt samhällsliv och svenska förhållanden
8,111,1,Mål som eleverrta skall ha uppnått i slutet av det fémte skolåret
8,112,1,"Eleven skall e förstå tydligt och enkelt tal och själv kunna delta i enkla samtal,"
8,113,1,"e kunna läsa och förstå enkla berättelser och beskrivningar,"
8,114,1,"e kunna göra sig förstådd i skrift, t"
8,114,2,"ex i enkla meddelanden,"
8,115,1,e känna till något om levnadsförhållanden i engelskspråkiga länder
8,116,1,"Mål som eleverha skall ha uppnått i slutet av det nfonde skolåret Eleven skall e förstå tydligt brittiskt och amerikanskt tal, e kunna delta aktivt i samtal om vardagliga ämnen och kända förhållanden, e på ett enkelt språk kunna muntligt berätta något som han eller hon hört, läst eller upplevt, e kunna läsa och tillgodogöra sig innehållet i berättande och beskrivande texter samt ta fram fakta ur en saktext, e kunna formulera sig skriftligt i enkla former, t"
8,116,2,ex
8,116,3,"1 meddelanden och brev, e ha allmänna kunskaper om samhällsförhållanden, kulturtraditioner och levnadssätt i engelsktalande länder,"
9,118,1,e vara van att använda ordbok och grammatik som hjälpmedel vid läsning och skrivning på egen hand
10,119,1,"Geografiämnet behandlar människan och hennes omgivning, natur- och kulturlandskapet, samspelet dem emellan och sambanden mellan olika geografiska områden"
10,119,2,"Ämnet, med hemort inom både naturvetenskap och samhällsvetenskap, skall ge eleven en förståelse för samband, sammanhang och helheter och en grund för att kunna se och bedöma alternativa lösningar på problem som har med människan och hennes omgivning att göra"
10,120,1,Geografiämnet skall ge en grundläggande referensram av kunskaper om olika platser och områden samt deras belägenhet
10,120,2,"Geografin skall ge kunskaper om de geografiska upptäckterna, skilda natur- och kulturgeografiska miljöer i världen och om de grundläggande levnadsvillkoren inom dessa i ett historiskt perspektiv"
10,120,3,Detta skall leda till elementära insikter i frågor som gäller mänsklighetens överlevnad
10,120,4,Eleven skall utveckla kunskaper om naturresursernas begränsningar och sträva mot en bättre hushållning med befintliga resurser
10,120,5,En ekologisk grundsyn skall prägla analysen av förhållandet mellan människan och hennes omgivning
10,121,1,"För att analysera sambandet mellan människa och miljö krävs kunskaper om olika livsformer och deras konsekvenser för naturen, om de naturprocesser som format landskapet och om det komplicerade samspelet mellan mark, vatten och luft"
10,121,2,Geografiämnet tar upp de naturgivna betingelserna för människans existens och verksamheter och behandlar konsekvenserna av hennes utnyttjande av jorden och dess resurser
10,122,1,"Geografiämnet skall ge insikter i frågor om människors ömsesidiga beroende, lokalt, regionalt och globalt"
10,122,2,Ämnet skall också ge insikter i frågor som rör den ojämna resursfördelningen
10,122,3,I ämnet studeras den mänskliga populationens tillväxt och fördelning över jordytan samt förändringarna av detta
10,122,4,Vidare studeras de mänskliga verksamheternas utbredning och förändringar och hur detta sammanlänkar platser och regioner
10,123,1,Geografin ger kunskaper om omvärlden och syftar till att stärka elevens rumsuppfattning
10,123,2,"Ämnet skall bidra till att bygga en grund för förståelsen av olika regioners naturbetingade, kulturella, sociala och ekonomiska särart"
10,123,3,Dessutom skall geografiämnet främja elevens intresse för att lära känna människors skilda levnadsvillkor
10,123,4,"Det bidrar därigenom till en ökad förståelse och respekt för andras kultur, värderingar och sätt att leva"
10,124,1,Mål att sträva mot
10,125,1,"Skolan skall i sin undervisning i geografi sträva efter att eleven e vidgar sina kunskaper om natur och samhälle och sambanden däremellan i olika delar av världen och därigenom får förståelse för människors levnadsvillkor,"
10,126,1,"e får insikt i de processer som formar och förändrar naturlandskapet inklusive människans påverkan på dessa processer och konsekvenserna därav,"
10,127,1,"e får kunskaper om hur landskapet har förändrats under olika historiska betingelser och får insikt om hur landskapet fungerar som resurs,"
10,128,1,"e utvecklar förmågan att reflektera kring och ta ställning till olika alternativ för resursfördelning och resursanvändning samt ökar förtrogenheten med ekologiskt tänkande,"
10,129,1,"e vidgar sina kunskaper om hur människans olika ekonomiska, tekniska, politiska, sociala och kulturella aktiviteter länkar samman platser och regioner och kan reflektera över följderna av sådana samband,"
10,130,1,e får kännedom om hur människans föreställningar om världen och om kartbilden skiljer sig mellan olika tider och kulturer
10,131,1,Ämnets uppbyggnad och karaktär
10,132,1,"Ämnet geografi i skolan handlar om beskrivning, analys och konsekvensinriktning"
10,132,2,Med beskrivning menas att lära känna världen
10,132,3,Analys innebär att kunna skaffa och använda hjälpmedel för att förklara och förstå
10,132,4,Med dessa kunskaper som grund skall möjliga konsekvenser av människans påverkan i naturen och av rumsliga samband förstås
10,132,5,Detta utgör ämnets konsekvensinriktning
11,134,1,"Geografiämnets kunskapsinnehåll handlar om e jorden och jordytan, naturgivna processer och effekter på jordytan av människans verksamhet över tiden,"
11,135,1,"e helheten och därmed begränsningen av sådant som utrymme och resurser,"
11,136,1,"e omvärlden och dess rumsliga mönster, processer och samband från den lokala till den globala skalan,"
11,137,1,e de geografiska förutsättningarna för och konsekvenserna av förändringar i natur och samhälle
11,138,1,"Samspelet mellan människan och hennes omgivning studeras i olika landskap såsom hembygden, olika miljöer och olika länder"
11,138,2,Successivt utvecklas och kompletteras elevens kunskaper om världen/jorden som helhet
11,138,3,Globen är modellen av helheten inom vilken alla studerade landskap har en plats och kartan är ett nödvändigt hjälpmedel i studierna
11,138,4,Ett centralt begrepp är landskap i dess vida betydelse av både natur- och kulturlandskap
11,138,5,"Andra begrepp är plats, läge och utbredning"
11,139,1,"Kunskaper om olika regioner och områden ger underlag för studiet av huvuddrag och strukturer, t"
11,139,2,"ex identifiering av globala klimat- och vegetationszoner, jordbruks- och gruvdistrikt, industriregioner m"
11,139,3,m
11,139,4,"Begrepp som avstånd, utrymme, lokalisering och flöden är hjälpmedel för att eleven skall få kunskaper som inte bara är knutna till en unik plats och en speciell tid, utan är generella och användbara för kommande tider, i nya situationer och i nya områden"
11,140,1,"Studier av landskapstyper leder till frågor om natur- och kulturlandskapens uppkomst, framväxt och förändringar"
11,140,2,Bakgrunden till förändringar är regionala olikheter i den geografiska fördelningen av bl
11,140,3,"a naturförutsättningar, människor, resurser och verksamheter"
11,140,4,"En analys av landskapsförändringar måste vidare omfatta faktorer som omvärldsuppfattning, teknikens möjligheter, ekonomins restriktioner, attityder och politiska värderingar"
11,140,5,"Dessa faktorer ger upphov till flöden som flyttningar, handel eller andra kontakter mellan olika områden och därmed till rumsliga samband"
11,141,1,En sådan allmängeografisk analys är en väsentlig del i en process- och konsekvensorienterad geografi
11,141,2,"Det är skolgeografins uppgift att träna eleverna i att förstå förhållanden och processer i landskapet och att reflektera över konsekvenser därav, såväl i närmiljön som i global skala"
11,142,1,Mål som eleverna skall ha uppnått i slutet av det femte skolåret
11,143,1,"Eleven skall e förstå vad en karta är och hur den används, vara förtrogen med globen och känna till olika platsers och områdens lägen i förhållande till varandra samt kunna uppskatta avstånd,"
11,144,1,"e ha relevanta namnkunskaper i geografi,"
11,145,1,"e förstå innebörden av begreppen väder, klimat och årstider och ha kännedom om hur sådana förhållanden varierar över jordytan,"
11,146,1,"e känna till några krafter som har format jordytan och förändrar landskapet och som påverkar levnadsvillkoren,"
11,147,1,"e känna till några grundläggande egenskaper hos svenska landskapstyper,"
11,148,1,e vara medveten om hur vårt handlande påverkar närmiljön
11,148,2,också grunden till sitt uttal genom att lyssna och imitera
11,148,3,"Efter hand blir det naturligt att uppmärksamma de mer formella sidorna av språket, att ge ökad kunskap om grammatiska strukturer och att ge eleverna möjlighet att öva sin förmåga till språklig variation"
12,150,1,Interkuiturell förståelse
12,151,1,"Varje nytt språk är ffrämmande också i den meningen att det - jämfört med modersmålet ofta är uttryck för ett annorlunda sätt att tänka och bete sig, för olika värderingar och för en annan kultur"
12,151,2,Studier i ffrämmande språk skall medverka till att utveckla förståelse för andra kulturer
12,152,1,"Kännedom om de olika ländernas vardagsliv, historia, geografi, samhällsförhållanden och religion har ett värde i sig"
12,152,2,"Sådana kunskaper ger också eleverna en bättre bakgrund när de söker förstå film och litteratur, när de tar del av nyhetsförmedling och när de vill komma i personlig kontakt med människor"
12,153,1,"Eleverna skall också få viss kännedom om de regionala och sociala skillnader som råder såväl inom som mellan de olika språkområdena, skillnader som bl"
12,153,2,a återspeglas i sättet att tala språket
